Food,Measure,Grams,Calories,Protein,Fat,SatFat,Fiber,Carbs,Category,Id,Price,Img_url
buyuk mantar,x,100,28,2.1,0.5,0.1,2.1,5.3,x,318,35.00,https://cdn1.ntv.com.tr/gorsel/V9ST8ZHJXky1OKtTxWP8vQ.jpg?width=1000&mode=crop&scale=both
dolmalik yesil biber,x,100,27.5,0.9,0.2,0,1.2,6.8,x,319,17.00,https://productimages.hepsiburada.net/s/20/375/9883560411186.jpg
dolmalik sari biber,x,100,27.6,1,0.2,0,0.9,6.2,x,320,24.00,https://st3.myideasoft.com/shop/ir/87/myassets/products/856/sari-dolmalik-biber-tohumu-kaliforniya-1.jpg?revision=1646217666
kucuk boy karnabahar,x,100,22.4,1.8,0.5,0.1,2.3,4.1,x,321,30.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30017748/30017748_0_MC/8796406546482_1528879452971.jpg
orta boy patates,x,100,92.7,2.5,0.1,0,2.2,21,x,322,10.00,https://cdn.cimri.io/market/260x260/patates-_185266.jpg
kereviz sapi,x,100,17.9,0.8,0.2,0.1,1.6,4,x,323,50.00,https://static.ticimax.cloud/30597/uploads/urunresimleri/buyuk/greenadasap-kereviz-adet--66489.jpg
sicak et suyu,x,100,37.1,2.5,1.2,0.3,0,3.5,x,324,51,
kruton,x,100,0,0,0,0,0,0,x,325,6.00,https://images.migrosone.com/sanalmarket/product/05023005/panealba-akdeniz-usulu-kruton-100-gr-8cb4b9.jpg
olgun muz,x,100,89.4,1.1,0.3,0.1,2.6,23.2,x,326,29.00,https://www.iyas.com.tr/images/thumbs/0004385_muz-olgun-2-kilo_510.jpg
ceviz ici,x,100,635.9,15.2,65,5.9,6.9,13.8,x,327,185.00,https://cdn.cimri.io/market/260x260/1-kg-ceviz-ici-_448990.jpg
yer fistigi ezmesi,x,100,579.7,22.1,49.6,9.6,5.6,24,x,328,124.00,https://cdn.akakce.com/z/adress-findik/adressfindik-parcacikli-sekersiz-fistik-ezmesi-yer-fistigi-1-kg.jpg
arpa sehriye,x,100,124.8,2.2,0.4,0.1,3.9,28.6,x,329,26.00,https://cdn.akakce.com/nuh-un-ankara/nuh-un-ankara-500-gr-arpa-sehriye-z.jpg
kozlenmis kirmizi biber tursusu,x,100,148.7,0.8,14.1,1.9,1.8,5.4,x,330,60.00,https://cdn.dsmcdn.com/ty2/product/media/images/20200408/11/1372346/68000617/1/1_org_zoom.jpg
kornison tursu,x,100,89.4,0.6,0.4,0.1,1,20.8,x,331,47.00,https://cdn.akakce.com/tat/tat-680-gr-kornison-su-z.jpg
haslanmis misir,x,100,93.9,3.4,1.5,0.2,2.4,21,x,332,33.00,https://cdn.cimri.io/market/260x260/yoremce-500-gr-cin-misir-_250370.jpg
nar eksisi,x,100,84.2,1.7,1.2,0.1,4.1,18.5,x,333,50.00,https://cdn.dsmcdn.com/ty410/product/media/images/20220426/10/98265602/70360693/1/1_org_zoom.jpg
taze bakla,x,100,109.7,7.7,0.4,0.1,5.5,19.3,x,334,16.00,https://d1mm3tuyihn37h.cloudfront.net/wp-content/uploads/Bakla.jpg
buyuk boy kuru sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,335,13.00,https://www.tarimdunyasi.net/wp-content/uploads/2023/04/Kuru-sogan-30-TL-1200x675.jpg
limonun suyu,x,100,53.7,0.1,0,0,0.1,13.3,x,336,10.00,https://cdn.dsmcdn.com/ty181/product/media/images/20210922/17/135328587/86297250/1/1_org_zoom.jpg
salatalik tursusu,x,100,12.2,0.5,0.3,0.1,1,2.4,x,337,32.00,https://ayb.akinoncdn.com/products/2019/01/18/5373/70eb91d4-fa7e-4c04-aaf4-b545caf5520e_size780x780_quality60_cropCenter.jpg
misir konservesi,x,100,93.9,3.4,1.5,0.2,2.4,21,x,338,64.00,https://cdn.dsmcdn.com/ty2/product/media/images/20200427/15/293709/69553893/1/1_org_zoom.jpg
kozlenmis kirmizi biber,x,100,52.6,0.9,3.1,0.4,1.2,6.5,x,339,60.00,https://cdn.dsmcdn.com/ty2/product/media/images/20200408/11/1372346/68000617/1/1_org_zoom.jpg
balsamik sirke,x,100,90.1,0.5,0,0,0,16.7,x,340,59.00,https://productimages.hepsiburada.net/s/32/375/10377356345394.jpg
toz badem,x,100,603.7,21,52.7,3.9,11.1,21.3,x,341,125.00,https://images.migrosone.com/sanalmarket/product/08089976/08089976-ce26a8-1650x1650.jpg
labne,x,100,203.6,6.3,18.8,11.4,0,3.5,x,342,59.00,https://images.migrosone.com/sanalmarket/product/10350036/10350036-6b03ce-1650x1650.jpg
zencefil,x,100,78.3,2,1,0,2,18.3,x,343,140.00,https://productimages.hepsiburada.net/s/22/375/9964350734386.jpg
lime,x,100,29.6,0.7,0.2,0,2.9,10.6,x,344,45.00,https://d1mm3tuyihn37h.cloudfront.net/wp-content/uploads/Lime.jpg
karbonat,x,100,0,0,0,0,0,0,x,345,50.00,https://cdn.akakce.com/bagdat/bagdat-1000-gr-z.jpg
bebek patates,x,100,92.7,2.5,0.1,0,2.2,21,x,346,17.00,https://images.migrosone.com/sanalmarket/product/28292000/28292000-5a834c-1650x1650.jpg
haslanmis tavuk gogsu,x,100,166.2,31,3.5,1,0,0,x,347,58.00,https://reimg-carrefour.mncdn.com/mnresize/600/600/productimage/30098645/30098645_0_MC/8797011673138_1528879630461.jpg
koy biberi,x,100,248.5,10.5,3,1.3,25.4,63.1,x,348,20.00,https://productimages.hepsiburada.net/s/20/375/9883562213426.jpg
kirmizi sogan,x,100,43.7,1.4,0.2,0,1.4,10.1,x,349,40.00,https://cdn.cimri.io/market/260x260/kirmizi-sogan-_97731.jpg
tavuk suyu,x,100,6.2,0.6,0.2,0,0,0.4,x,350,43, 
taze kekik,x,100,102.7,5,1.2,0,13.6,25.1,x,351,144.00,https://cdn.cimri.io/market/260x260/taze-kekik-_210702.jpg
misket limonu rendesi,x,100,29.6,0.7,0.2,0,2.9,10.6,x,352,18, 
yarim yagli beyaz peynir,x,100,264.9,14.2,21.2,15,0,4.2,x,353,72.00,https://productimages.hepsiburada.net/s/38/375/10586051215410.jpg
orta boy kabak,x,100,15.4,1.1,0.4,0.1,1,2.7,x,354,10.00,https://productimages.hepsiburada.net/s/141/375/110000093748493.jpg
toz parmesan peyniri,x,100,424.6,28.4,27.3,15.4,0,14,x,355,38.00,https://images.migrosone.com/sanalmarket/product/10401600/10401600-7e0e04-1650x1650.jpg
deniz tuzu,x,100,0,0,0,0,0,0,x,356,30.00,https://productimages.hepsiburada.net/s/35/375/10495495634994.jpg
buyuk boy domates,x,100,18.2,0.9,0.2,0,1.2,3.9,x,357,12.00,https://adrossen.com/wp-content/uploads/2022/12/adrossen-katalog-fotolar_raptor-scaled.jpg
kirmizi lahana tursusu,x,100,29.1,1.5,0.1,0,2.6,6.9,x,358,64.00,https://www.toptankoyurunleri.com//Uploads/Products/299/kirmizi-lahana-tursusu-5-kg-8725538164-thumb-w-600.JPG
bostan patlicani,x,100,34.7,0.8,0.2,0,2.5,8.7,x,359,20.00,https://cdn.cimri.io/market/260x260/bostan-patlican-_55385.jpg
sivri biber,x,100,245.3,10.5,3,1.3,24.8,64.1,x,360,9.00,https://images.migrosone.com/sanalmarket/product/28054000/biber-sivri-kg-2ab518-1650x1650.jpg
badem sutu,x,100,22,0.4,1,0.1,0.3,3.2,x,361,143.00,https://productimages.hepsiburada.net/s/1/375/9535317049394.jpg
vanilya ozutu,x,100,292.9,0,0,0,0,12.7,x,362,300.00,https://productimages.hepsiburada.net/s/3/1500/9584722935858.jpg
taze nane,x,100,43.9,3.4,0.7,0.2,6.9,8.3,x,363,12.00,https://images.migrosone.com/sanalmarket/product/28280009/28280009-5c4e11-1650x1650.jpg
roka,x,100,0,0,0,0,0,0,x,364,12.00,https://cdn.cimri.io/market/260x260/roka-_215799.jpg
dolmalik fistik,x,100,0,0,0,0,0,0,x,365,220.00,https://productimages.hepsiburada.net/s/6/1500/9707868618802.jpg
parmesan peyniri,x,100,424.6,28.4,27.3,15.4,0,14,x,366,38.00,https://productimages.hepsiburada.net/s/39/500/10642216419378.jpg
balzamik sirke,x,100,0,0,0,0,0,0,x,367,59.00,https://productimages.hepsiburada.net/s/32/375/10377356345394.jpg
tuz-karabiber,x,100,0,0,0,0,0,0,x,368,119.00,https://cdn.cimri.io/market/260x260/bagdat-baharat-1-kg-toz-karabiber-_393878.jpg
dut kurusu,x,100,0,0,0,0,0,0,x,369,58.00,https://productimages.hepsiburada.net/s/1/500/9537271595058.jpg
cig findik,x,100,623.8,14.8,61.2,4.5,9.8,16.7,x,370,324.00,https://st3.myideasoft.com/idea/fy/56/myassets/products/784/cig-findik.jpg?revision=1619596961
yumurta aki,x,100,52.5,11,0.2,0,0,0.7,x,371,36, 
yesil elma,x,100,50.8,0.3,0.2,0,2.4,13.9,x,372,28.00,https://i.cnnturk.com/i/cnnturk/75/740x416/5f5e2ca22af10716e40ce5af.jpg
kirmizi elma,x,100,52.6,0.3,0.2,0,2.4,13.7,x,373,49.00,https://st3.myideasoft.com/idea/gc/43/myassets/products/093/aker-meyve-kirmizi-starking-elma-paket-2.jpg?revision=1589794932
kirmizi dolmalik biber,x,100,27.7,0.9,0.2,0,1.2,6.8,x,374,43, 
kesme seker,x,100,376.3,0,0,0,0,102,x,375,30.00,https://organikmarketten.com/148-extra_large_default/erzincan-kesme-seker-1-kg.jpg
buyuk boy havuc,x,100,34,0.8,0.2,0,3,8.3,x,376,8.00,https://st1.myideasoft.com/idea/ei/35/myassets/products/088/mini-havuc.jpg?revision=1549006668
ayiklanmis enginar,x,100,53.7,2.9,0.3,0.1,5.7,11.7,x,377,150.00,https://www.bisalkim.com/public/files/products/trenginar-ayiklanmis-7li-kavanoz_59.webp
taze sikilmis limon suyu,x,100,16.5,0.4,0,0,0.8,5.5,x,378,23.00,https://static.ticimax.cloud/5216/uploads/urunresimleri/buyuk/limon-suyu--1lt-87b2-5.jpg
yumurt sarisi,x,100,312.7,15.9,27,9.6,0,3.6,x,379,36, 
iri cekilmis karabiber,x,100,253.3,10.4,3,1.3,24.9,64.7,x,380,50.00,https://productimages.hepsiburada.net/s/35/375/10496011960370.jpg
sari mercimek,x,100,112.4,9.1,0.4,0.1,7.9,19.3,x,381,54.00,https://shop.gourmeturk.com.tr/wp-content/uploads/2019/08/gourmeturk-sari-mercimek-2.jpg
kirik pirinc,x,100,127.4,2.7,0.3,0.1,0.4,28.4,x,382,18.00,https://st3.myideasoft.com/idea/gp/70/myassets/products/506/kirik-pirinc-bakkalhasan.jpg?revision=1638813899
koftelik kiyma,x,100,278.6,27.2,17.1,6.5,0,0,x,383,290.00,https://karkasciftligi.com/wp-content/uploads/dana-koftelik-kiyma.jpg
rendelenmis zencefil,x,100,78.3,2,1,0,2,18.3,x,384,20.00,https://images.migrosone.com/sanalmarket/product/06010046/06010046-382fb6-1650x1650.jpg
zerdecal,x,100,309.4,9.6,3.4,2,22.6,68,x,385,85.00,https://im.haberturk.com/2022/06/22/ver1673620540/3471812_620x410.jpg
limonun suyu ve kabugu,x,100,16.5,0.4,0,0,0.8,5.5,x,386,18,x
kiyilmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,387,100.00,https://images.migrosone.com/sanalmarket/product/28260009/maydanoz-adet-659b84-1650x1650.jpg
kuzu gerdan eti,x,100,301.2,24.4,20.5,8.8,0,0,x,388,210.00,https://static.ticimax.cloud/43437/uploads/urunresimleri/buyuk/kuzu-gerdan--4541e.jpg
kirmizi tatli toz kirmizi biber,x,100,276.7,14.5,13.3,2.2,34.7,53.2,x,389,16.00,https://productimages.hepsiburada.net/s/35/375/10470912720946.jpg
toz tarhana,x,100,0,0,0,0,0,0,x,390,81.00,https://www.hataytadinda.com/wp-content/uploads/2017/09/5ae1510866a97c82afd5b2f3.jpg
yesil mercimek,x,100,116.2,8.9,0.4,0.1,8,19.7,x,391,42.00,https://static.ticimax.cloud/33684/uploads/urunresimleri/buyuk/yesil-mercimek-1-kg--yeni-mahsulmalatya--daa3.jpg
eriste,x,100,162.4,5.8,0.9,0.2,1.8,30.3,x,392,27.00,https://cdn.yemek.com/mnresize/1250/833/uploads/2019/10/tereyagli-eriste-yemekcom.jpg
sicak tavuk suyu,x,100,6.2,0.6,0.2,0,0,0.4,x,393,38, 
tereyagi veya sivi yag,x,100,721.5,0.8,79.6,51.1,0,0.1,x,394,49.00,https://www.birdetadinibilsen.com/upload/news/1200x768/tereyag_sivi_.jpg
toz aci biber,x,100,39.4,1.9,0.4,0,1.5,8.8,x,395,19.00,https://st1.myideasoft.com/idea/fo/65/myassets/products/478/aci-toz-biber-aydinli-amca-aci-toz-biber-fiyatlari-toz-aci-biber-aci-biber-tozu-aci-kirmizi-toz-biber-kirmizi-aci-toz-biber-kirmizi-aci-toz-biber-kirmizi-biber-tozu-kirmizi-toz-biber-toz-biber-fiyatlari-toz-biber-kg.jpg?revision=1674520020
kuzu paca,x,100,301.2,24.4,20.5,8.8,0,0,x,396,36.00,https://www.balikesireti.com/wp-content/uploads/2020/03/kuzu-paca.jpg
domates konservesi,x,100,18.5,0.9,0.2,0,1.2,3.9,x,397,40.00,https://www.kevserinmutfagi.com/wp-content/uploads/2015/08/dogranmis_domates_konservesi1.jpg
orta boy havuc,x,100,34,0.8,0.2,0,3,8.3,x,398,8.00,https://st1.myideasoft.com/idea/ei/35/myassets/products/088/mini-havuc.jpg?revision=1549006668
dogranmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,399,100.00,https://i.nefisyemektarifleri.com/2015/09/19/kislik-dogranmis-maydanoz-dereotu1-320x427.jpeg
az yagli kiyma,x,100,278.6,27.2,17.1,6.5,0,0,x,400,195.00,https://static.ticimax.cloud/43437/uploads/urunresimleri/buyuk/kuzu-az-yagli-kiyma-1f-4f9.jpg
kelle,x,100,0,0,0,0,0,0,x,401,45.00,https://st1.myideasoft.com/idea/kh/34/myassets/products/008/soyulmus-kuzu-kelle-5-jpg.jpeg?revision=1657799344
ayak,x,100,0,0,0,0,0,0,x,402,0, 
iskembe,x,100,94.1,11.7,4.1,1.4,0,2,x,403,117.00,https://cdn.yemek.com/mncrop/940/625/uploads/2014/07/iskembe-corbasi-yemekcom.jpg
kucuk butun tavuk,x,100,246.1,27.1,13.4,3.8,0,0,x,404,95.00,https://gedikpilic.com/dosya/kucuktabaklipilicbaget.jpg
beyaz un,x,100,363.2,10.3,1,0.2,2.7,75.9,x,405,20.00,https://cdn.dsmcdn.com/mnresize/500/-/ty4/product/media/images/20200528/11/1809126/72057878/1/1_org.jpg
aci biber salcasi,x,100,11,0.4,0.4,0,0.2,1.7,x,406,62.00,https://static.ticimax.cloud/30771/uploads/urunresimleri/buyuk/burcu-ev-tipi-biber-salcasi-aci-1500-gr-ad82.jpg
maydanoz sapi,x,100,36.1,2.9,0.8,0.3,3.5,6.2,x,407,60.00,https://www.tarifdefteri.org/wp-content/uploads/2022/01/bol-lezzetli-maydanoz-sapi-kavurmasi-tarifi.jpg
kirmizi pul biber,x,100,27.8,0.9,0.2,0,1.2,6.8,x,408,100.00,https://cdn.dsmcdn.com/ty505/product/media/images/20220812/11/158437304/107246449/1/1_org_zoom.jpg
soguk su,x,100,0,0,0,0,0,0,x,409,5.00,https://blog.ofix.com/wp-content/uploads/2021/07/soguk_su_icmenin_zararlari_ofix_blog.jpg
bal kabagi,x,100,20.5,0.7,0.1,0,1.1,4.9,x,410,50.00,https://st3.myideasoft.com/idea/gr/96/myassets/products/365/arican-97-balkabagi.JPG?revision=1602669334
et suyu,x,100,221.2,27.7,12.2,4.4,0,0,x,411,35.00,https://productimages.hepsiburada.net/s/38/1500/10597801918514.jpg
tarhun otu,x,100,297.1,22.8,7.2,1.7,7.3,50.7,x,412,76.00,https://i.nefisyemektarifleri.com/2023/02/03/tarhun-otu-nedir-faydalari-yemeklerde-kullanimi-4.jpg
etli kirmizi biber,x,100,27.8,0.9,0.2,0,1.2,6.8,x,413,0,https://cdn.ye-mek.net/App_UI/Img/out/650/2013/11/etli-kirmizi-biber-dolmasi-resimli-yemek-tarifi(11).jpg
kaya tuzu,x,100,0,0,0,0,0,0,x,414,70.00,https://productimages.hepsiburada.net/s/10/375/9223261552690.jpg
dondurulmus manti,x,100,174.1,9.3,6.8,4,1.1,19.4,x,415,30.00,https://images.migrosone.com/sanalmarket/product/17555941/17555941-ab4caa.jpg
haslanmis bugday,x,100,333.4,15.4,1.9,0.3,12.3,69.2,x,416,28.00,https://st1.myideasoft.com/idea/bo/67/myassets/products/452/yayla-haslanmis-asurelik-bugday-439x640.jpg?revision=1600779106
haslanmis yesil mercimek,x,100,116.2,8.9,0.4,0.1,8,19.7,x,417,28.00,https://i.nefisyemektarifleri.com/2019/06/25/haslanmis-yesil-mercimek-1.jpg
et suyu veya tavuk suyu,x,100,37.1,2.5,1.2,0.3,0,3.5,x,418,30.00,https://productimages.hepsiburada.net/s/192/1500/110000159865417.jpg
orta boy beyaz lahana,x,100,23.4,1.3,0.1,0,1.9,5.5,x,419,7.00,https://awetarim.com.tr/wp-content/uploads/2022/02/lahana-beyaz-kg-ort-1750-g-9f6e4c-1650x1650-1.jpg
kurutulmus cicek bamya,x,100,22.5,1.9,0.2,0,2.5,4.6,x,420,62.00,https://urlz.fr/m3t8
manti,x,100,261,7.8,15.5,6,1.3,23.5,x,421,80.00,https://cdn.ye-mek.net/App_UI/Img/out/650/2022/07/hazir-manti-resimli-yemek-tarifi(15).jpg
sebze suyu,x,100,21.9,0.9,0.3,0.1,0.5,3.8,x,422,65.00,https://i.nefisyemektarifleri.com/2017/12/26/sebze-suyu-2.jpeg
orta boy kirmizi biber,x,100,27.8,0.9,0.2,0,1.2,6.8,x,423,53.00,https://i.nefisyemektarifleri.com/2018/09/04/kirmizi-biber-dolmasi-7.jpg
orta boy yesil biber,x,100,27.5,0.9,0.2,0,1.2,6.8,x,424,12.00,https://www.diyetkolik.com/site_media/media/nutrition_images/tatli-biber-yesil.jpg
rendelenmis eski kasar peyniri,x,100,405.3,22.9,32.7,18.8,0,3.2,x,425,110.00,https://cdn.metro-group.com/tr/tr_pim_533848001001_01.png?format=jpg&quality=50&w=594&h=594&bgcolor=white
kucuk boy havuc,x,100,34,0.8,0.2,0,3,8.3,x,426,27.00,https://static.ticimax.cloud/30597/uploads/urunresimleri/buyuk/mini-renkli-havuc-mix-mixed-colorful-car-0312.jpg
haslanmis kuru fasulye,x,100,91.3,4.7,0.4,0.1,4.1,21.3,x,427,57.00,https://images.migrosone.com/sanalmarket/product/09112127/9112127-f79ab6-1650x1650.jpg
yarma,x,100,0,0,0,0,0,0,x,428,50.00,https://cdn.shopify.com/s/files/1/0222/3102/3716/files/yarma-nedir.jpg?v=1595405319
orta boy sogan,x,100,44.7,1.4,0.2,0,1.4,10.1,x,429,17.00,https://productimages.hepsiburada.net/s/44/375/10818919890994.jpg
pilavlik bulgur,x,100,84.3,3.1,0.2,0,4.6,18.8,x,430,17.00,https://www.hataytadinda.com/wp-content/uploads/2019/12/iri-bulgur-3.jpg
sumak eksisi,x,100,276.8,13.3,14.5,2.6,34.6,49.2,x,431,40.00,https://images.arifoglu.com/sumakeksisi250ml-766816-10-O.jpg
rendelenmis domates,x,100,18.5,0.9,0.2,0,1.2,3.9,x,432,73.00,https://cdn.dsmcdn.com/ty36/product/media/images/20201218/6/39440669/77565167/1/1_org_zoom.jpg
kuskonmaz,x,100,21.4,2.4,0.2,0.1,2,4.2,x,433,500.00,https://cdn.dsmcdn.com/ty102/product/media/images/20210412/16/79513982/162996188/1/1_org_zoom.jpg
kirmizi sarap,x,100,87.3,0.1,0,0,0,2.6,x,434,90.00,https://st2.myideasoft.com/idea/hx/67/myassets/products/682/valpolicella-doc-ripasso.png?revision=1620647972
baget ekmek,x,100,275.7,10.7,2.4,0.5,2.2,52.5,x,435,20.00,https://i.lezzet.com.tr/images-xxlarge-recipe/baget_ekmek-58215c96-363d-4bd4-a71d-01d869c6c45e.jpg
gruyere ya da emmental peyniri,x,100,415.5,29.8,32.7,18.9,0,0.4,x,436,95.00,https://urlz.fr/m3u4
pazi yapragi,x,100,19.4,1.9,0.1,0,2.1,4,x,437,30.00,https://static.ticimax.cloud/30597/uploads/urunresimleri/buyuk/greenadarenkli-pazi-yapragi-swiss-chard-8b54.jpg
buyuk boy patlican,x,100,34.7,0.8,0.2,0,2.5,8.7,x,438,25.00,https://i3.posta.com.tr/i/posta/75/750x0/61963b2d45d2a07ffcb05455.jpg
bayat ekmek,x,100,261.6,8.8,3.4,0.7,2.7,50.2,x,439,4.00,https://www.tarifdefteri.org/wp-content/uploads/2022/08/Bayat-Ekmek-Ile-Pratik-Kahvaltilik-Tarifi-3.png
sumak,x,100,276.8,13.3,14.5,2.6,34.6,49.2,x,440,90.00,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/SumacFruit.JPG/220px-SumacFruit.JPG
yagsiz beyaz peynir,x,100,124.9,24.2,0.1,0.1,0,6.8,x,441,50.00,https://images.migrosone.com/macrocenter/product/10019203/10019203-ad0484.jpg
ilik sut,x,100,51.3,3.5,1.9,1.2,0,4.9,x,442,5.00,https://cdn.yemek.com/mnresize/940/940/uploads/2016/08/sutun-yararlari.jpg
tuzsuz beyaz peynir,x,100,318.8,20.6,23.9,13.6,0,2.6,x,443,165.00,https://www.peynircibaba.com/image/catalog/urunler/1048.jpg
susam ve corek otu karisimi,x,100,379.3,17.8,22.4,1.4,10.5,44.5,x,444,55.00,https://productimages.hepsiburada.net/s/33/375/10419283886130.jpg
ezine peyniri,x,100,393.9,22.7,33,18.9,0,3.2,x,445,65.00,https://images.migrosone.com/sanalmarket/product/10019239/10019239-3776f0-1650x1650.jpg
limon tuzu,x,100,29,1.1,0.3,0,2.7,9.3,x,446,79.00,https://cdn.dsmcdn.com/ty46/product/media/images/20210105/19/47397839/20239222/1/1_org_zoom.jpg
kuzu kiyma,x,100,282.1,24.7,19.7,8.2,0,0,x,447,180.00,https://kofteciyusuf.com/uploads/pictures/kuzu-kiyma_21.05.2021_02_06_45.jpg
aci kirmizi pul biber,x,100,40.8,1.9,0.4,0,1.5,8.7,x,448,35.00,https://st2.myideasoft.com/shop/cr/25/myassets/products/103/aci-kirmizi-pul-biber.png?revision=1580201979
yenibahar,x,100,268.1,6.4,8.9,2.6,21.2,72.3,x,449,35.00,https://images.migrosone.com/sanalmarket/product/06011213/06011213-d97d6a-1650x1650.png
kurutulmus dana bagirsagi,x,100,0,0,0,0,0,0,x,450,69.00,https://kadioglubaharat.com/wp-content/uploads/2014/04/sucak-ba%C4%9F%C4%B1rsak2.jpg
oda sicakliginda margarin,x,100,700.5,0.1,80.7,15.4,0,0.7,x,451,9.00,https://urlz.fr/m3uN
instant maya,x,100,0,0,0,0,0,0,x,452,10.00,https://www.droetker.com.tr/droetker.com.tr/packshot/image-thumb__117835__ImageSize/Instant%20Maya.jpg
corek otu,x,100,379.3,17.8,22.4,1.4,10.5,44.5,x,453,75.00,https://www.acibadem.com.tr/hayat/Images/YayinMakaleler/corek-otunun-faydalari_588484_1.jpg
maden suyu,x,100,0,0,0,0,0,0,x,454,10.00,https://cdnsta.avansas.com/mnresize/900/-/urun/107494/ozkaynak-maden-suyu-200-ml-6li-paket-zoom-1.jpg
ufalanmis beyaz peynir,x,100,264.9,14.2,21.2,15,0,4.2,x,455,215.00,https://images.freeimages.com/images/premium/previews/1121/11212392-crumbled-feta-cheese.jpg
mihalic peyniri,x,100,393.9,22.7,33,18.9,0,3.2,x,456,155.00,https://www.yilmazmandira.com/wp-content/uploads/2022/12/Mihalic-Peyniri.webp
gunluk yufka,x,100,436.4,3,25.8,9.7,1.8,50.8,x,457,49.00,https://images.migrosone.com/sanalmarket/product/05079053/gunluk-yufka-500-gr-b54fae-1650x1650.jpg
pratik macar salam,x,100,0,0,0,0,0,0,x,458,31.00,https://images.deliveryhero.io/image/product-information-management/626711f11513e94f248aa733.jpeg
eritilmis tereyagi,x,100,721.5,0.8,79.6,51.1,0,0.1,x,459,208.00,https://www.akselimoglugida.com/wp-content/uploads/2021/09/eritilmis-tereyagi-600x600.png
ince kiyilmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,460,5,https://i.ytimg.com/vi/5j6JDt5Ju4s/maxresdefault.jpg
uzum sirkesi,x,100,81.4,0.1,0,0,0,2.6,x,461,60,https://cdn.yemek.com/mnresize/940/940/uploads/2017/09/uzum-sirkesi.jpg
ekmek kirintisi,x,100,385.8,13.4,5.4,1.2,4.6,72.8,x,462,4,https://www.muglagurme.com/image/cache/catalog/panko-ekmek-kirintisi-gorsel-seo-800x800w.jpg
yas maya,x,100,321.7,40.4,7.5,1,26.5,41.9,x,463,4,https://urlz.fr/m3v0
kavrulmus yer fistigi,x,100,589.7,23.8,50.5,8,8.1,20.9,x,464,50,https://st3.myideasoft.com/idea/au/35/myassets/products/930/dts2033-copy.jpg?revision=1586205868
maydanoz yapragi,x,100,36.1,2.9,0.8,0.3,3.5,6.2,x,465,15,https://urlz.fr/m3va
haslanmis patates,x,100,87.3,1.9,0.1,0,1.8,20.5,x,466,16,https://i.nefisyemektarifleri.com/2016/12/05/karabiberli-haslanmis-patates.jpg
orta boy haslanmis patates,x,100,85.2,1.9,0.1,0,1.8,20.5,x,467,16,https://haslama.gen.tr/images/1-haslanmis-patates-kac-kalori-6368.jpg
cok kucuk dogranmis maydanoz,x,100,36.1,2.9,0.8,0.3,3.4,6.3,x,468,15,https://cdn.ye-mek.net/App_UI/Img/out/420/2020/08/buzlukta-maydanoz-saklama-resimli-yemek-tarifi(5).jpg
karabiber ve pulbiber,x,100,245.3,10.5,3,1.3,24.8,64.1,x,469,32,https://productimages.hepsiburada.net/s/36/500/10512550821938.jpg
tahin,x,100,590.1,17.3,54,7.5,4.8,21.2,x,470,150,https://www.haciserif.com/tahin-500g-tahin-haci-serif-0-26804-24-B.jpg
oda isisinda su,x,100,0,0,0,0,0,0,x,471,5,https://trthaberstatic.cdn.wp.trt.com.tr/resimler/1888000/su-tuketimi-depo-1889443.jpg
toz kimyon,x,100,379.3,17.8,22.4,1.4,10.5,44.5,x,472,35,https://kadioglubaharat.com/wp-content/uploads/2014/04/kimyon-toz1.jpg
tatli toz kirmizi biber,x,100,276.7,14.5,13.3,2.2,34.7,53.2,x,473,12.00,https://productimages.hepsiburada.net/s/6/1500/9707869274162.jpg
toz karabiber,x,100,253.3,10.4,3,1.3,24.9,64.7,x,474,83,https://cdn.cimri.io/market/260x260/bagdat-baharat-1-kg-toz-karabiber-_393878.jpg
olgunlasmamis ceviz,x,100,664.8,15.2,64.5,5.9,6.9,13.6,x,475,100,https://urlz.fr/m3vj
kirec kaymagi,x,100,29.6,0.7,0.2,0,2.9,10.6,x,476,63,https://4.bp.blogspot.com/-ZIOgFj2irzA/U3-oZ5neTII/AAAAAAAARG8/iuxBZPilzIs/s1600/kirec_kaymagi.jpg
karanfil,x,100,277.4,6.1,12.8,3.8,33.4,65.1,x,477,150,https://st2.myideasoft.com/idea/gs/40/myassets/products/244/ruz1253-2.jpg?revision=1661368448
tatli kirmizi biber,x,100,276.7,14.5,13.3,2.2,34.7,53.2,x,478,70,https://kadioglubaharat.com/wp-content/uploads/2014/04/k%C4%B1rm%C4%B1z%C4%B1_biber_tatl%C4%B1.jpg
cemen tozu,x,100,0,0,0,0,0,0,x,479,45,https://i0.wp.com/gurmeaktar.com.tr/wp-content/uploads/2022/09/Cemen-tozu.png?fit=1200%2C1218&ssl=1
kisnis tozu,x,100,306.3,12.3,17.8,1.1,41,55.2,x,480,50,https://images.migrosone.com/sanalmarket/product/06016377/06016377-011ce8-1650x1650.jpg
